singlish_news,transliterated_l1,transliterated_l2,man_written,google
janadhipathi gotabaya rajapaksa saha china janadhipathi xi jinping athara durakathana sanwadayak; dweiparshaweeya sabandatha wardanayatath ekagatha.: pmd,ජනඩ්හිපති ගොටබය රජපක්ස සහ චින ජනඩ්හිපති xඉ ජින්පිඟ් අතර ඩුරකතන සන්වඩයක් ; ඩ්වෙඉපර්ශවීය සබඳත වර්ඩනයටත් එකගත .: PMD,ජනඩ්හිපති ගොටබය රාජපක්ෂ සහ චීන ජනඩ්හිපති xඉ ජින්පින් අතර දුරකථන සන්වඩයක් ; ඩ්වෙඉපර්ශවීය සබඳතා වර්ඩනයටත් එකග . : PMD,ජනාධිපති ගෝඨාභය රාජපක්ෂ සහ චීන ජනාධිපති අතර දුරකථන දුරකථන සංවාදයක් ද්විපාර්ශ්වීය සම්බන්ධතා වර්ධනයටත් එකගතා.:PMD,ජනාධිපති ගොටබය රාජපක්ස සහ චීන ජනාධිපති ෂි ජින්පින්ග් අතර දුරකථන සංවදයක ද්වෙඉපර්ශවෙඑය සබඳතා වර්දනයටත් එකගථ ප්ම්ඩ්
thawath corona marana 05k wartha wei.marana sankyawa 566k dakwa ihalata saukya sewa adyaksha genaral,තවත් කොරෝනා මරන 05ක් වාර්තා වෙඉ . මරන සන්ක්යව 566ක් දක්වා ඉහලට  සෞඛ්‍ය සෙව අධ්‍යක්ෂ ගෙනරල්,තවත් කොරෝනා මරණ 05ක් වාර්තා වෙයි . මරණ සන්ක්යව 566ක් දක්වා ඉහලට  සෞඛ්‍ය සෙව අධ්‍යක්ෂ ගෙනරල්,තවත් කොරෝනා මරණ 5 ක් වාර්ථාවෙයි මරණ සංඛ්‍යාව 560 හයක් දක්වා ඉහලට.: සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල්,තවත් චොරෝන මරණ 05ක් වාර්තා වෙඉ.මරණ සන්ක්යව 566ක් දක්වා ඉහලත සෞක්‍ය සේවා අද්‍යක්ෂ ගෙනරල්
update - thawath covid-19 asadithayin 71k wartha wei.: army commander,update - තවත් covid - 19 අසඩිතයින් 71ක් වාර්තා වෙඉ .: army commander,update - තවත් covid - 19 ආසාදිතයින් 71ක් වාර්තා වෙයි . : army commander,තවත් covid 19 ආසාදිතයින් 71ක් වාර්තා වාර්තාවෙයි.: army commander,උප්දටේ - තවත් චොවිඩ්-19 ආසාදිතයින් 71ක් වාර්තා වෙඉ අර්ම්ය් චොම්මන්දෙර්
update: thawath covid-19 asadithayin 71 deneku haduna ganne.ada meratin wartha wu asadithayin ganana 166 dakwa ihalata - yuda hamudapathi,update : තවත් covid - 19 අසඩිතයින් 71 ඩෙනෙකු හඳුනා ගන්නෙ . අඩ මෙරටින් වාර්තා වු අසඩිතයින් ගනන 166 දක්වා ඉහලට - යුඩ හමුඩපති,update : තවත් covid - 19 ආසාදිතයින් 71 දෙනෙකු හඳුනා ගැනේ . අද මෙරටින් වාර්තා වු ආසාදිතයින් ගණන 166 දක්වා ඉහලට - යුද හමුදාපති,තවත් covid 19 ආසාදිතයින් 70 දෙනෙකු හඳුනා ගැනේ අද මෙරටින් වාර්තා වූ ආසාදිතයින් ගණන 166 දක්වා ඉහලට- යුද හමුදාපති,උප්දතෙ තවත් චොවිඩ්-19 ආසාදිතයින් 71 දෙනෙකු හදුනා ගන්නේ.අද මෙරටින් වාර්තා වූ ආසාදිතයින් ගණන 166 දක්වා ඉහලට - යුද හමුදාපති
thawath covid-19 marana 05k wartha-wei; samastha marana 566 dakwa ihalata.: epid,තවත් covid - 19 මරන 05ක් වාර්තා - වෙඉ ; සමස්ත මරන 566 දක්වා ඉහලට .: එපිඩ්,තවත් covid - 19 මරණ 05ක් වාර්තා - වෙයි ; සමස්ත මරණ 566 දක්වා ඉහලට . : එපිඩ්,තවත් covid 19  මරණ 5ක් වාර්තා වේ සමස්ත මරණ 566 දක්වා ඉහලට EPID,තවත් චොවිඩ්-19 මරණ 05ක් වාර්තා-වෙඉ; සමස්ත මරණ 566 දක්වා ඉහලත එපිඩ්
antigua hi pawathwena batahira indeeya kodewwanta erehi 2 wana test tharagaye kasiye wasiya dinuu sri lankawa palamuwa pandu rakeemata theeranaya karai,අන්ටිගුඅ හි පවත්වෙන බටහිර ඉඳීය කොඩෙව්වන්ට එරෙහි 2 වන test තරගයෙ කසියෙ වසිය ඩිනූ ශ්‍රී ලංකාවව පලමුව පඳු රකීමට තීරනය කරඉ,අන්ටිගුඅ හි පැවැත්වෙන බටහිර ඉඳීය කොඩෙව්වන්ට එරෙහි 2 වන test තරගය කසියෙ වසිය දිනූ ශ්‍රී ලංකාවව පළමුව පඳු රැකීමට තීරණය කරයි,ඇන්ටිගුවා හි පවත්වන බටහිර ඉන්දීය කොදෙව්වන්ට එරෙහි 2 වන ටෙස්  තරගයේ කාසියේ වාසිය දිනූ ශ්‍රී ලංකාව පළමුව පන්දු  රැකීමට  තීරණය කරයි,no
lorry ratha riyadurekuta paharadeeme siddiyata sambanda maharagama policliye kosthapalwarayage weda thahanam kere,ලොර්ර්ය් රත රියඩුරෙකුට පහරඩීමෙ සිඩ්ඩියට සඹඳ මහරගම පොලික්ලියෙ කොස්තපල්වරයගෙ වෙඩ තහනම් කෙරෙ,ලොර්ර්ය් රථ රියඩුරෙකුට පහරදීම සිද්ධියට සඹඳ මහරගම පොලික්ලියෙ කොස්තපල්වරයගෙ වෙද තහනම් කෙරේ,ලොරි රථ රියදුරෙකුට පහර දීමේ සිද්ධියට සම්බන්ධ  මහරගම පොලිසියේ කොස්තාපල්වරයාගේ වැඩ තහනම් කෙරේ,ලොර්ර්ය් රථ රියදුරෙකුට පහරදීමේ සිද්දියට සම්බන්ද මහරගම පොලිච්ලියේ කොස්තපල්වරයාගේ වේද තහනම් කෙරේ
"2nd test, west indies vs sri lanka ' antigua l kasiye wasiya dinu sri lanka kandayama palamuwa pandu rekeemata theeranaya karai","2ඳ් test , වෙස්ට් ඉඳීස් ව්ස් ශ්‍රී ලංකාව ' අන්ටිගුඅ ල් කසියෙ වසිය ඩිනු ශ්‍රී ලංකාව කඳයම පලමුව පඳු රෙකීමට තීරනය කරඉ","2nd Test, West Indies VS Sri Lanka 'Antigua'| කසියෙ වසිය දිනූ ශ්‍රී ලංකාව කඳයම පළමුව පඳු රැකීමට තීරණය කරයි","2nd Test, West Indies VS Sri Lanka 'Antigua'| කාසියේ වාසිය දිනූ ශ්‍රී ලංකා කණ්ඩායම පළමුව පඳුරැ කීමට තීරණය කරයි",no
"update - maargayedi riyadurekuta paharadun, maharagama police-ye kosthapalvarayage weda thaham kere.: amathya sarath weerasekara","update - මාර්ගයෙඩි රියඩුරෙකුට පහරඩුන් , මහරගම police - යෙ කොස්තපල්වරයගෙ වෙඩ තහම් කෙරෙ .: අමත්ය සරත් වීරසෙකර","update - මාර්ගයෙන් රියඩුරෙකුට පහරදුන් , මහරගම police - යේ කොස්තපල්වරයගෙ වෙද තහම් කෙරේ . : අමාත්‍ය සරත් වීරසේකර","update මාර්ගයේදී රියදුරෙකුට පහරදුන්, මහරගම  පොලිසියේ කොස්තාපල්වරයාගේ වැඩ තහනම් කෙරෙයි.: අමාත්‍ය සරත් වීරසේකර",උප්දටේ - මාර්ගයේදී රියදුරෙකුට පහරදුන් මහරගම පොලිචේ-යේ කොස්තපල්වරයාගේ වේද තහං කෙරෙ අමාත්‍ය සරත් වීරසේකර
"thawath covid-19 asadithayin 291k suwaya laba pitawa yai; suwaya labu mulu sankyawa 88,914.: epid","තවත් covid - 19 අසඩිතයින් 291ක් සුවය ලබ පිටව යඉ ; සුවය ලබු මුලු සන්ක්යව 88 , 914 .: එපිඩ්","තවත් covid - 19 ආසාදිතයින් 291ක් සුවය ලබ පිටව යයි ; සුවය ලබු මුලු සන්ක්යව 88 , 914 . : එපිඩ්",තවත් covid 19 ආසාදිතයින් 296 එකක් සුවය ලබා පිටව යයි සුවය ලැබූ මුළු සංඛ්‍යාව 88914  EPID,තවත් චොවිඩ්-19 ආසාදිතයින් 291ක් සුවය ලබා පිටව යෛ සුවය ලැබූ මුළු සන්ක්යව 88 එපිඩ්
"covid-19 asadithayin 291 deneku suwaya labai.merata suwaya labaa rohalwalin pitawa giya samastha ganana 88,914 dakwa ihalata - saukya amathyanshaya","covid - 19 අසඩිතයින් 291 ඩෙනෙකු සුවය ලබඉ . මෙරට සුවය ලබා රොහල්වලින් පිටව ගිය සමස්ත ගනන 88 , 914 දක්වා ඉහලට - සෞඛ්‍ය අමත්යන්ශය","covid - 19 ආසාදිතයින් 291 දෙනෙකු සුවය ලබයි . මෙරට සුවය ලබා රෝහල්වලින් පිටව ගිය සමස්ත ගණන 88 , 914 දක්වා ඉහලට - සෞඛ්‍ය අමත්යන්ශය","Covid 19 ආසාදිතයින් 291 දෙනෙකු සුවය ලබයි. මෙරට සුවය ලබන රෝහල්වලින් පිව ගිය සමස්ත ගණන 88,914 දක්වා ඉහලට - සෞඛ්‍ය අමාත්‍යංශය",චොවිඩ්-19 ආසාදිතයින් 291 දෙනෙකු සුවය ලැබී.මෙරට සුවය ලබා රෝහල්වලින් පිටව ගිය සමස්ත ගණන 88 දක්වා ඉහලට - සෞක්‍ය අමාත්යංශය
thawath covid-19 asadithayin 95  deneku haduna ganne - yuda hamudapathi,තවත් covid - 19 අසඩිතයින් 95 ඩෙනෙකු හඳුනා ගන්නෙ - යුඩ හමුඩපති,තවත් covid - 19 ආසාදිතයින් 95 දෙනෙකු හඳුනා ගැනේ - යුද හමුදාපති,තවත් covid 19 ආසාදිතයින් 95 දෙනෙකු හඳුනා ගැනේ - යුද හමුදාපති,තවත් චොවිඩ්-19 ආසාදිතයින් 95 දෙනෙකු හදුනා ගන්නේ - යුද හමුදාපති
thawath covid-19 asadithayin 95k wartha wei.: army commander,තවත් covid - 19 අසඩිතයින් 95ක් වාර්තා වෙඉ .: army commander,තවත් covid - 19 ආසාදිතයින් 95ක් වාර්තා වෙයි . : army commander,තවත් covid 19 ආසාදිතයින් 95ක් වාර්තාවේ.: army commander,තවත් චොවිඩ්-19 ආසාදිතයින් 95ක් වාර්තා වෙඉ අර්ම්ය් චොම්මන්දෙර්
"april 21 praharaya siduwa wasara 2k gathawa ethath,wagakiwa yuththanta danduwam nodanne, (1/2)","අප්‍රිල් 21 ප්‍රහරය සිඩුව වසර 2ක් ගතව එතත් , වගකිව යුත්තන්ට ඩඳුවම් නොඩන්නෙ , ","අප්‍රිල් 21 ප්‍රහරය සිදුව වසර 2ක් ගතව ඇතත් , වගකිව යුත්තන්ට දඬුවම් නොඩන්නෙ , ","අප්‍රේල් 21 ප්‍රහාරය සිදු වූ වසර 2 ක් ගත ව ඇතත්, වගකිවයුත්තන්ට දඬුවම් නොදෙන්න",අප්රිල් 21 ප්‍රහාරය සිදුව වසර 2ක් ගතව එතත් යුත්තන්ට දඬුවම් නොදන්නේ (1/2)
"e pilibanda soyana ayathanawalata balapem karanawadei,sekayak ethei, agaradaguru padawi prakashaka kamituwa kiyai.(2/2)","ඒ පිලිබඳ සොයන අයතනවලට බලපෙම් කරනවඩෙඉ , සෙකයක් එතෙඉ , අගරඩගුරු පඩවි ප්‍රකශක කමිටුව කියඉ .","ඒ පිලිබඳ සොයන ආයතනවලට බලපෑම් කරනවඩෙඉ , සැකයක් එතෙඉ , අගරදගුරු පදවි ප්‍රකශක කමිටුව කියයි . ","ඒ පිළිබඳ සොයන ආයතන වලට බලපෑම් කරනවා දැයි, සැකයක් ඇතැයි, අදරදගුරු පදවි  විපාක්ෂික කමිටුවට කියයි",ඒ පිලිබඳ සොයන ආයතනවලට බලපෙම් කරංඅවදෙඉ එථෙඉ අගරදගුරු පදවි ප්‍රකාශක කමිටුව කියි.(2/2)
(2/2)colamba disa adhikaranayen ranil wickremesinghe ethulu pirisakata april 12 thek balapawathwena paridi waarana niyogayak,කොලඹ ඩිස අඩ්හිකරනයෙන් රනිල් වික්ක්‍රෙමෙසිඟ්හෙ එතුලු පිරිසකට අප්‍රිල් 12 තෙක් බලපවත්වෙන පරිදි වාරන නියොගයක්,කොළඹ ඩිස අඩ්හිකරනයෙන් රනිල් වික්ක්‍රෙමෙසිඟ්හෙ ඇතුළු පිරිසකට අප්‍රිල් 12 තෙක් බලපැවැත්වෙන පරිදි වාරණ නියෝගයක්,කොළඹ දිසා අධිකරණ රනිල් වික්‍රමසිංහ ඇතුළු පිරිසකට අප්‍රේල් 12 තෙක් බලපැවැත්වෙන පරිදි වාරණ නියෝගයක්,(2/2)චොළඹ දිසා අධිකරණයෙන් රනිල් විච්ක්රෙමෙසින්ග්හේ එතුලු පිරිසකට අප්රිල් 12 තෙක් බලපැවැත්වෙන පරිදි වාරණ නියෝගයක්
kotte nagarika manthree dhammika chandraratne ge paksha samajikathwaya ha manthri duraya ahimi kireeme unpye theeranaya kriyathmaka weema walakwalamin(1/2),කොට්ටෙ නගරික මන්ත්‍රී ඩ්හම්මික චඳ්‍රරට්නෙ ගෙ පක්ශ සමජිකත්වය හා මන්ත්‍රි ඩුරය අහිමි කිරීමෙ උන්ප්යෙ තීරනය ක්‍රියත්මක වීම වලක්වලමින්,කෝට්ටේ නාගරික මන්ත්‍රී ඩ්හම්මික චඳ්‍රරට්නෙ ගේ පක්ෂ සාමාජිකත්වය හා මන්ත්‍රී ධුරය අහිමි කිරීමේ උන්ප්යෙ තීරණය ක්‍රියත්මක වීම ලක්වෙමින්,කෝට්ටේ නාගරික මන්ත්‍රී ධම්මික චන්ද්‍රරත්න ගේ පක්ෂ සාමාජිකත්වය හා මන්ත්‍රී ධුරය අහිමි කිරීමේ UNPයේ තීරණය ක්‍රියාත්මක වීම වළක්වමින්,කෝට්ටේ නාගරික මන්ත්‍රී ධම්මික චන්ද්‍රරටනේ ගේ පක්ෂ සාමාජිකත්වය හා මන්ත්‍රී දුරය අහිමි කිරීමේ උන්ප්යේ තීරණය ක්‍රියාත්මක වීම වළක්වාලමින්(1/2)
youtube nalikawak ha web adawiyak haraha ltte thrasthawadaya pracharaya kireemata adalawa kanthawak ethulu pudgalayin 2 k yapanaye dee tid athadanguwata,යොඋටුබෙ නලිකවක් හා වෙබ් අඩවියක් හරහ ල්ට්ටෙ ත්‍රස්තවඩය ප්‍රචරය කිරීමට අඩලව කන්තවක් එතුලු පුඩ්ගලයින් 2 ක් යපනයෙ දී tid අත්අඩංගුවට,YouTube නාලිකාවක් හා වෙබ් අඩවියක් හරහ LTTE ත්‍රස්තවඩය ප්‍රචරය කිරීමට අඩලව කාන්තාවක් ඇතුළු පුද්ගලයින් 2 ක් යපනයෙ දී tid අත්අඩංගුවට,YouTube නාලිකාවක් හා වෙබ් අඩවියක් හරහා LTTE ත්‍රස්තවාදය ප්‍රචාරණය කිරීමට අදාළව  කාන්තාවක්  ඇතුළු පුද්ගලයින් 2ක් යාපනයේ දී යාපනයේදී TID අත්අඩංගුවට,යෝඋටුබේ නාලිකාවක් හා වෙබ් අඩවියක් හරහා ල්ට්ටේ ත්‍රස්තවාදය ප්‍රචාරය කිරීමට අදාලව කාන්තාවක් එතුලු පුද්ගලයින් 2 ක් යාපනයේ දී ටිඩ් අත්අඩංගුවට
ltteya prawardanaya wana lesa youtube nalikawak ha web adawiyak pawathwagena giya kanthawak ha thawath ayek yapanayedi tid athadanguwata.: police spokesman,ල්ට්ටෙය ප්‍රවර්ඩනය වන ලෙස යොඋටුබෙ නලිකවක් හා වෙබ් අඩවියක් පවත්වගෙන ගිය කන්තවක් හා තවත් අයෙක් යපනයෙඩි tid අත්අඩංගුවට .: police spokesmen,LTTE ප්‍රවර්ධනය වන ලෙස YouTube නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන ගිය කාන්තාවක් හා තවත් අයෙක් යපනයෙඩි tid අත්අඩංගුවට . : police spokesmen,LTTE ය ප්‍රවර්ධනය වන ලෙස YouTube නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන ගිය කාන්තාවක් හා තවත් අයෙකු යාපනයේ දී යාපනයේදී TID අත්අඩංගුවට police spokesman,ල්ට්ටේය ප්‍රවර්දනය වන ලෙස යෝඋටුබේ නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන ගිය කාන්තාවක් හා තවත් අයෙක් යාපනයේදී ටිඩ් අථදංගුවත පොලිචේ ස්පොකෙස්මන්
..yapanayedi kanthawak ethulu sekakaruwan 02k tid athadanguwatapolice (2/2),.. යපනයෙඩි කන්තවක් එතුලු සෙකකරුවන් 02ක් tid අත්අඩංගුවට  police,යපනයෙඩි කාන්තාවක් ඇතුළු සැකකරුවන් 02ක් tid අත්අඩංගුවට  police,යාපනයේ දී කාන්තාවක්  ඇතුළු සැකකරුවන් 2ක් TID අත්අඩංගුවට  police,යපංඅයෙදි කාන්තාවක් එතුලු සේකකරුවන් 02ක් ටිඩ් අත්අඩංගුවට.-පොලිචේ (2/2)
ltte thrasthawadaya prawardhana wana lesa youtube nalikawak ha web adawiyak pawathwagena  yame chodana matha... (1/2),ල්ට්ටෙ ත්‍රස්තවඩය ප්‍රවර්ඩ්හන වන ලෙස යොඋටුබෙ නලිකවක් හා වෙබ් අඩවියක් පවත්වගෙන යමෙ චොඩන මත ...,ල්ට්ටෙ ත්‍රස්තවඩය ප්‍රවර්ඩ්හන වන ලෙස යොඋටුබෙ නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන යමෙ චොඩන මත ...,LTTE ත්‍රස්තවාදය ප්‍රවර්ධනය වන ලෙස YouTube නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන යෑමේ චෝදනා මත,ල්ට්ටේ ත්‍රස්තවාදය ප්‍රවර්ධන වන ලෙස යෝඋටුබේ නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන යාමේ චෝදනා මථ (1/2)
kotte mahanagara sabha mantree dhammika chandrarathnage mantree duraya ha pakshayen nerapima walakwamin.. (1/2),කොට්ටෙ මහනගර සබ්හ මන්ට්‍රී ඩ්හම්මික චඳ්‍රරත්නගෙ මන්ට්‍රී ඩුරය හා පක්ශයෙන් නෙරපිම වලක්වමින් ..,කෝට්ටේ මහනගර සබ්හ මන්ට්‍රී ඩ්හම්මික චඳ්‍රරත්නගෙ මන්ට්‍රී ධුරය හා කක්ෂයෙන් නෙරපිම දක්වමින් ..,කෝට්ටේ මහ නගර සභා මන්ත්‍රී  ධම්මික චන්ද්‍රරතන ගේ මන්ත්‍රී ධුරය හා පක්ෂයෙන් නෙරපීම වළක්වමින්,කෝට්ටේ මහනගර සභා මන්ත්රී ධම්මික චන්ද්‍රරත්නගේ මන්ත්රී දුරය හා පක්ෂයෙන් නෙරපීම වලක්වංඉන (1/2)
"iye 07-am sita, 05-pm dakwa basnahira palathe kala meheyumakadi, adikaranaya magahera siti warenthu-karuwan 418k athulu 1,120k athadanguwata: police","ඉයෙ 07 - am සිට , 05 - ප්ම් දක්වා බස්නහිර පලතෙ කල මෙහෙයුමකඩි , අඩිකරනය මගහෙර සිටි වරෙන්තු - කරුවන් 418ක් ඇතුළු 1 , 120ක් අත්අඩංගුවට : police","ඉයෙ 07 - am සිට , 05 - ප්ම් දක්වා බස්නාහිර පලතෙ කල මෙහෙයුමක් , අධිකරණය මගහෙර සිටි වරෙන්තු - කරුවන් 418ක් ඇතුළු 1 , 120ක් අත්අඩංගුවට : police","ඊයෙ  7 am. සිට, 5 pm. දක්වා බස්නාහිර පළාතේ කළ මෙහෙයුමකදී, අධිකරණය මගහැර සිටි වරෙන්තුකරුවන් 488ක් ඇතුළු 1200ක් අත්අඩංගුවට: police",ඊයේ 07-අම සිට 05-පම් දක්වා බස්නාහිර පළාතේ කල මෙහෙයුමකදී අදිකරණය මගහෙර සිටි වරෙන්තු-කරුවන් 418ක් ඇතුළු 1 අථදංගුවත පොලිචේ
"anayanika pol-thel wala, saampala pareekshanaye prathipala, sri lanka pramithi ayathanaya wisin regu adyaksha general-ta baara-dei","අනයනික පොල් - තෙල් වල , සාම්පල පරීක්ශනයෙ ප්‍රතිපල , ශ්‍රී ලංකාව ප්‍රමිති අයතනය විසින් රෙගු අධ්‍යක්ෂ general - ට බාර - ඩෙඉ","සායනික පොල් - තෙල් වල , සාම්පල පරීක්ෂණයේ ප්‍රතිඵල , ශ්‍රී ලංකාව ප්‍රමිති ඝාතනය විසින් රේගු අධ්‍යක්ෂ general - ට බාර - දෙයි","ආනයනික පොල්තෙල් වල, සාම්පල පරීක්ෂණයේ ප්‍රතිඵල, ශ්‍රී ලංකා ප්‍රමිති ආයතනය විසින් රේගු අධ්‍යක්ෂ ජනරාල්ට භාර දෙයි",ආනයනික පොල්-තෙල් වල සාම්පල පරීක්ෂණයේ ප්‍රතිපල ශ්‍රී ලංකා ප්‍රමිති ආයතනය විසින් රෙගු අද්‍යක්ෂ ගෙනෙරල්-ට බාර-දෙඉ
"suez ela awahira karamin siravee thibu ""ever given"" bahalum prawaahana naukawa muda gene: foreign media","suez එල අවහිර කරමින් සිරවී තිබු "" ever ගිවෙන් "" බහලුම් ප්‍රවාහන නෞකව මුඩ ගෙනෙ : foreign media","suez ඒල අවහිර කරමින් සිරවී තිබු """"ever given"""" බහලුම් ප්‍රවාහන නෞකව මුඩ ගෙනෙ : foreign media","suez ඇල අවහිර කරමින් සිරවී තිබූ ""ever given"" බහාලුම් ප්‍රවාහන නෞකාව මුදා ගැනේ: foreign media",සුඑළ් එල අවහිර කරමින් සිරවී තිබු එවෙර් ගිවෙන බහලුම් ප්‍රවාහන නෞකාව මුදා ගෙනෙ ෆොරෙඉග්න් මෙදිඅ
aflatoxins adangu bawata wu pramithiyen thora polthel thogawala sampala 2 wana thathwa parikshanayenuth asamath wei-sl pramithi ayathanaye adyaksha general,අfලටොxඉන්ස් අඩඟු බවට වු ප්‍රමිතියෙන් තොර පොල්තෙල් තොගවල සම්පල 2 වන තත්ව පරික්ශනයෙනුත් අසමත් වෙඉ - ස්ල් ප්‍රමිති අයතනයෙ අධ්‍යක්ෂ general,අfලටොxඉන්ස් අඩඟු බවට වු ප්‍රමිතියෙන් තොර පොල්තෙල් තරගවල සාම්පල 2 වන තත්ව පරික්ශනයෙනුත් අසමත් වෙයි - ස්ල් ප්‍රමිති ආයතනය අධ්‍යක්ෂ general,Afloxins අඩංගු බවට වූ ප්‍රමිතියෙන් තොර පොල්තෙල්  තොග වල සම්පල් 2 වන තත්ව පරීක්ෂණයෙන් අසමත් වේ-SL ප්‍රමිති ආයතනයේ අධ්‍යක්ෂ general,අෆ්ලතොෂින්ස අඩංගු බවට වූ ප්‍රමිතියෙන් තොර පොල්තෙල් තොගවල සාම්පල 2 වන තත්ත්ව පරික්ෂනයෙනුත් අසමත් වෙඉ-සල් ප්‍රමිති ආයතනයේ අද්‍යක්ෂ ගෙනෙරල්
induneesiyawe vishalathama thel piripahadu madyasthanayaka ginnak. eya medapawathweemata meheyum kriyathmakai- vides maadya,ඉඳුනීසියවෙ විශලතම තෙල් පිරිපහඩු මඩ්යස්තනයක ගින්නක් . එය මෙඩපවත්වීමට මෙහෙයුම් ක්‍රියත්මකඉ - විඩෙස් මාධ්‍ය,ඉඳුනීසියවෙ විශාලතම තෙල් පිරිපහදු මඩ්යස්තනයක ගින්නක් . එය මෙඩපවත්වීමට මෙහෙයුම් ක්‍රියත්මකඉ - විදෙස් මාධ්‍ය,ඉන්දුනීසියාවේ විශාලතම තෙල් පිරිපහදු මධ්‍යස්ථානය ක  ගින්නත්. එය මැද පැවැත්වීමට මෙහෙයුම් ක්‍රියාත්මකයි- විදෙස් මාධ්‍ය,ඉන්දුනීසියාවේ විශාලතම තෙල් පිරිපහදු මද්යස්ථානයක ගිඅක එය මෙදපවත්වීමට මෙහෙයුම් ක්රියථ්මකෛ විදෙස් මාද්‍ය
suez ala maargaya awahira karamin pasugiya agaharuwada sita sira wee thibuu bahalum pravahana naukawa muda ganne,සුඑz අල මාර්ගය අවහිර කරමින් පසුගිය අගහරුවඩ සිට සිර වී තිබූ බහලුම් ප්‍රවහන නෞකව මුඩ ගන්නෙ,සුඑz ඇළ මාර්ගය අවහිර කරමින් පසුගිය අගහරුවඩ සිට සිර වී තිබූ බහලුම් ප්‍රවහන නෞකව මුඩ ගැනේ,සූවස් ඇල ඇළ මාර්ගය අවහිර කරමින් පසුගිය අඟහරුවාදා සිට සිරවී තිබූ බහාලුම් ප්‍රවාහන නෞකාව මුදා ගැනේ,සුඑළ් අල මාර්ගය අවහිර කරමින් පසුගිය අගහරුවද සිට සිර වී ථිබූ බහලුම් ප්‍රවාහන නෞකාව මුදා ගන්නේ
sathiyakata asanna kalayak suez aela margaye sirawi thibu dawentha bahalum prawahana nawkawa muda gene wides madya.,සතියකට අසන්න කලයක් සුඑz අඑල මර්ගයෙ සිරවි තිබු ඩවෙන්ත බහලුම් ප්‍රවහන නව්කව මුඩ ගෙනෙ  විඩෙස් මඩ්ය .,සතියකට අන්න කලක් සුඑz අඑල මර්ගයෙ සිරවී තිබු ඩවෙන්ත බහලුම් ප්‍රවහන නව්කව මුඩ ගෙනෙ  විදෙස් මඩ්ය .,සතියක ආසන්න කාලයක් සූවස් ඇළ මාර්ගයේ මාර්ගයෙහි සිරවී තිබූ දැවැන්ත ප්‍රවාහන  බහළුම් නෞකාව මුදා ගැනේ-විදෙස් මාධ්‍ය,සතියකට අසන්න කාලයක් සුඑළ් අඑල මාර්ගයේ සිරවී තිබු දවෙන්ත බහලුම් ප්‍රවාහන නවකව මුදා ගෙනෙ විදෙස් මද්ය
basnahira palathe kriyathmaka kala wishesha meheyumakin warenthukaruwan 418k ethulu sekakaruwan 1120k athadanguwata police,බස්නහිර පලතෙ ක්‍රියත්මක කල විශේෂ මෙහෙයුමකින් වරෙන්තුකරුවන් 418ක් එතුලු සෙකකරුවන් 1120ක් අත්අඩංගුවට  police,බස්නාහිර පලතෙ ක්‍රියත්මක කල විශේෂ මෙහෙයුමක් වරෙන්තුකරුවන් 418ක් ඇතුළු සැකකරුවන් 1120ක් අත්අඩංගුවට  police,බස්නාහිර පළාතේ ක්‍රියාත්මක කළ විශේෂ මෙහෙයුමකින් වරෙන්තුකරුවන් 418 ක් ඇතුළු සැකකරුවන් 1120ක් අත්අඩංගුවට police,බස්නාහිර පළාතේ ක්‍රියාත්මක කල විශේෂ මෙහෙයුමකින් වරෙන්තුකරුවන් 418ක් එතුලු සේකකරුවන් 1120ක් අථදංගුවත පොලිචේ
covid-19 asaditha marana 02 k wartha weemath samaga merata samastha marana ganana 561 dakwa ihalata - saukya amathyanshaya,covid - 19 අසඩිත මරන 02 ක් වාර්තා වීමත් සමග මෙරට සමස්ත මරන ගනන 561 දක්වා ඉහලට - සෞඛ්‍ය අමත්යන්ශය,covid - 19 අසිත මරණ 02 ක් වාර්තා වීමත් සමග මෙරට සමස්ත මරණ ගණන 561 දක්වා ඉහලට - සෞඛ්‍ය අමත්යන්ශය,Covid 19 ආසාදිත මරණ 2ක් වාර්තා වීමත් සමග මෙරට සමස්ත මරණ ගණන 568 දක්වා  ඉහලට.: සෞඛ්‍ය අමාත්‍යංශය,චොවිඩ්-19 අසාදිත මරණ 02 ක් වාර්තා වීමත් සමග මෙරට සමස්ත මරණ ගණන 561 දක්වා ඉහලට - සෞක්‍ය අමාත්යංශය
