singlish_news,transliterated_l1,transliterated_l2,man_written
ltteya prawardanaya wana lesa youtube nalikawak ha web adawiyak pawathwagena giya kanthawak ha thawath ayek yapanayedi tid athadanguwata.: police spokesman,ල්ට්ටෙය ප්‍රවර්ඩනය වන ලෙස යොඋටුබෙ නලිකවක් හා වෙබ් අඩවියක් පවත්වගෙන ගිය කන්තවක් හා තවත් අයෙක් යපනයෙඩි tid අත්අඩංගුවට .: police spokesmen,LTTE ප්‍රවර්ධනය වන ලෙස YouTube නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන ගිය කාන්තාවක් හා තවත් අයෙක් යපනයෙඩි tid අත්අඩංගුවට . : police spokesmen,LTTE ය ප්‍රවර්ධනය වන ලෙස YouTube නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන ගිය කාන්තාවක් හා තවත් අයෙකු යාපනයේ දී යාපනයේදී TID අත්අඩංගුවට police spokesman
..yapanayedi kanthawak ethulu sekakaruwan 02k tid athadanguwatapolice (2/2),.. යපනයෙඩි කන්තවක් එතුලු සෙකකරුවන් 02ක් tid අත්අඩංගුවට  police ,යපනයෙඩි කාන්තාවක් ඇතුළු සැකකරුවන් 02ක් tid අත්අඩංගුවට  police,යාපනයේ දී කාන්තාවක්  ඇතුළු සැකකරුවන් 2ක් TID අත්අඩංගුවට  police
ltte thrasthawadaya prawardhana wana lesa youtube nalikawak ha web adawiyak pawathwagena  yame chodana matha... (1/2),ල්ට්ටෙ ත්‍රස්තවඩය ප්‍රවර්ඩ්හන වන ලෙස යොඋටුබෙ නලිකවක් හා වෙබ් අඩවියක් පවත්වගෙන යමෙ චොඩන මත ... ,ල්ට්ටෙ ත්‍රස්තවඩය ප්‍රවර්ඩ්හන වන ලෙස යොඋටුබෙ නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන යමෙ චොඩන මත ... ,LTTE ත්‍රස්තවාදය ප්‍රවර්ධනය වන ලෙස YouTube නාලිකාවක් හා වෙබ් අඩවියක් පවත්වාගෙන යෑමේ චෝදනා මත
kotte mahanagara sabha mantree dhammika chandrarathnage mantree duraya ha pakshayen nerapima walakwamin.. (1/2),කොට්ටෙ මහනගර සබ්හ මන්ට්‍රී ඩ්හම්මික චඳ්‍රරත්නගෙ මන්ට්‍රී ඩුරය හා පක්ශයෙන් නෙරපිම වලක්වමින් .. ,කෝට්ටේ මහනගර සබ්හ මන්ට්‍රී ඩ්හම්මික චඳ්‍රරත්නගෙ මන්ට්‍රී ධුරය හා කක්ෂයෙන් නෙරපිම දක්වමින් .. ,කෝට්ටේ මහ නගර සභා මන්ත්‍රී  ධම්මික චන්ද්‍රරතන ගේ මන්ත්‍රී ධුරය හා පක්ෂයෙන් නෙරපීම වළක්වමින්
"iye 07-am sita, 05-pm dakwa basnahira palathe kala meheyumakadi, adikaranaya magahera siti warenthu-karuwan 418k athulu 1,120k athadanguwata: police","ඉයෙ 07 - am සිට , 05 - ප්ම් දක්වා බස්නහිර පලතෙ කල මෙහෙයුමකඩි , අඩිකරනය මගහෙර සිටි වරෙන්තු - කරුවන් 418ක් ඇතුළු 1 , 120ක් අත්අඩංගුවට : police","ඉයෙ 07 - am සිට , 05 - ප්ම් දක්වා බස්නාහිර පලතෙ කල මෙහෙයුමක් , අධිකරණය මගහෙර සිටි වරෙන්තු - කරුවන් 418ක් ඇතුළු 1 , 120ක් අත්අඩංගුවට : police","ඊයෙ  7 am. සිට, 5 pm. දක්වා බස්නාහිර පළාතේ කළ මෙහෙයුමකදී, අධිකරණය මගහැර සිටි වරෙන්තුකරුවන් 488ක් ඇතුළු 1200ක් අත්අඩංගුවට: police"
"anayanika pol-thel wala, saampala pareekshanaye prathipala, sri lanka pramithi ayathanaya wisin regu adyaksha general-ta baara-dei","අනයනික පොල් - තෙල් වල , සාම්පල පරීක්ශනයෙ ප්‍රතිපල , ශ්‍රී ලංකාව ප්‍රමිති අයතනය විසින් රෙගු අධ්‍යක්ෂ general - ට බාර - ඩෙඉ","සායනික පොල් - තෙල් වල , සාම්පල පරීක්ෂණයේ ප්‍රතිඵල , ශ්‍රී ලංකාව ප්‍රමිති ඝාතනය විසින් රේගු අධ්‍යක්ෂ general - ට බාර - දෙයි","ආනයනික පොල්තෙල් වල, සාම්පල පරීක්ෂණයේ ප්‍රතිඵල, ශ්‍රී ලංකා ප්‍රමිති ආයතනය විසින් රේගු අධ්‍යක්ෂ ජනරාල්ට භාර දෙයි"
"suez ela awahira karamin siravee thibu ""ever given"" bahalum prawaahana naukawa muda gene: foreign media","suez එල අවහිර කරමින් සිරවී තිබු "" ever ගිවෙන් "" බහලුම් ප්‍රවාහන නෞකව මුඩ ගෙනෙ : foreign media",suez ඒල අවහිර කරමින් සිරවී තිබු ""ever given"" බහලුම් ප්‍රවාහන නෞකව මුඩ ගෙනෙ : foreign media,"suez ඇල අවහිර කරමින් සිරවී තිබූ ""ever given"" බහාලුම් ප්‍රවාහන නෞකාව මුදා ගැනේ: foreign media"
aflatoxins adangu bawata wu pramithiyen thora polthel thogawala sampala 2 wana thathwa parikshanayenuth asamath wei-sl pramithi ayathanaye adyaksha general,අfලටොxඉන්ස් අඩඟු බවට වු ප්‍රමිතියෙන් තොර පොල්තෙල් තොගවල සම්පල 2 වන තත්ව පරික්ශනයෙනුත් අසමත් වෙඉ - ස්ල් ප්‍රමිති අයතනයෙ අධ්‍යක්ෂ general,අfලටොxඉන්ස් අඩඟු බවට වු ප්‍රමිතියෙන් තොර පොල්තෙල් තරගවල සාම්පල 2 වන තත්ව පරික්ශනයෙනුත් අසමත් වෙයි - ස්ල් ප්‍රමිති ආයතනය අධ්‍යක්ෂ general,Afloxins අඩංගු බවට වූ ප්‍රමිතියෙන් තොර පොල්තෙල්  තොග වල සම්පල් 2 වන තත්ව පරීක්ෂණයෙන් අසමත් වේ-SL ප්‍රමිති ආයතනයේ අධ්‍යක්ෂ general
induneesiyawe vishalathama thel piripahadu madyasthanayaka ginnak. eya medapawathweemata meheyum kriyathmakai- vides maadya,ඉඳුනීසියවෙ විශලතම තෙල් පිරිපහඩු මඩ්යස්තනයක ගින්නක් . එය මෙඩපවත්වීමට මෙහෙයුම් ක්‍රියත්මකඉ - විඩෙස් මාධ්‍ය,ඉඳුනීසියවෙ විශාලතම තෙල් පිරිපහදු මඩ්යස්තනයක ගින්නක් . එය මෙඩපවත්වීමට මෙහෙයුම් ක්‍රියත්මකඉ - විදෙස් මාධ්‍ය,ඉන්දුනීසියාවේ විශාලතම තෙල් පිරිපහදු මධ්‍යස්ථානය ක  ගින්නත්. එය මැද පැවැත්වීමට මෙහෙයුම් ක්‍රියාත්මකයි- විදෙස් මාධ්‍ය
suez ala maargaya awahira karamin pasugiya agaharuwada sita sira wee thibuu bahalum pravahana naukawa muda ganne,සුඑz අල මාර්ගය අවහිර කරමින් පසුගිය අගහරුවඩ සිට සිර වී තිබූ බහලුම් ප්‍රවහන නෞකව මුඩ ගන්නෙ,සුඑz ඇළ මාර්ගය අවහිර කරමින් පසුගිය අගහරුවඩ සිට සිර වී තිබූ බහලුම් ප්‍රවහන නෞකව මුඩ ගැනේ,සූවස් ඇල ඇළ මාර්ගය අවහිර කරමින් පසුගිය අඟහරුවාදා සිට සිරවී තිබූ බහාලුම් ප්‍රවාහන නෞකාව මුදා ගැනේ
sathiyakata asanna kalayak suez aela margaye sirawi thibu dawentha bahalum prawahana nawkawa muda gene wides madya.,සතියකට අසන්න කලයක් සුඑz අඑල මර්ගයෙ සිරවි තිබු ඩවෙන්ත බහලුම් ප්‍රවහන නව්කව මුඩ ගෙනෙ  විඩෙස් මඩ්ය .,සතියකට අන්න කලක් සුඑz අඑල මර්ගයෙ සිරවී තිබු ඩවෙන්ත බහලුම් ප්‍රවහන නව්කව මුඩ ගෙනෙ  විදෙස් මඩ්ය .,සතියක ආසන්න කාලයක් සූවස් ඇළ මාර්ගයේ මාර්ගයෙහි සිරවී තිබූ දැවැන්ත ප්‍රවාහන  බහළුම් නෞකාව මුදා ගැනේ-විදෙස් මාධ්‍ය
basnahira palathe kriyathmaka kala wishesha meheyumakin warenthukaruwan 418k ethulu sekakaruwan 1120k athadanguwata police,බස්නහිර පලතෙ ක්‍රියත්මක කල විශේෂ මෙහෙයුමකින් වරෙන්තුකරුවන් 418ක් එතුලු සෙකකරුවන් 1120ක් අත්අඩංගුවට  police,බස්නාහිර පලතෙ ක්‍රියත්මක කල විශේෂ මෙහෙයුමක් වරෙන්තුකරුවන් 418ක් ඇතුළු සැකකරුවන් 1120ක් අත්අඩංගුවට  police,බස්නාහිර පළාතේ ක්‍රියාත්මක කළ විශේෂ මෙහෙයුමකින් වරෙන්තුකරුවන් 418 ක් ඇතුළු සැකකරුවන් 1120ක් අත්අඩංගුවට police
covid-19 asaditha marana 02 k wartha weemath samaga merata samastha marana ganana 561 dakwa ihalata - saukya amathyanshaya,covid - 19 අසඩිත මරන 02 ක් වාර්තා වීමත් සමග මෙරට සමස්ත මරන ගනන 561 දක්වා ඉහලට - සෞඛ්‍ය අමත්යන්ශය,covid - 19 අසිත මරණ 02 ක් වාර්තා වීමත් සමග මෙරට සමස්ත මරණ ගණන 561 දක්වා ඉහලට - සෞඛ්‍ය අමත්යන්ශය,Covid 19 ආසාදිත මරණ 2ක් වාර්තා වීමත් සමග මෙරට සමස්ත මරණ ගණන 568 දක්වා  ඉහලට.: සෞඛ්‍ය අමාත්‍යංශය
update: thawath covid-19 asadithayin 69 deneku haduna ganne.ada meratin wartha wu asadithayin ganana 237 dakwa ihalata - yuda hamudapathi,update : තවත් covid - 19 අසඩිතයින් 69 ඩෙනෙකු හඳුනා ගන්නෙ . අඩ මෙරටින් වාර්තා වු අසඩිතයින් ගනන 237 දක්වා ඉහලට - යුඩ හමුඩපති,update : තවත් covid - 19 ආසාදිතයින් 69 දෙනෙකු හඳුනා ගැනේ . අද මෙරටින් වාර්තා වු ආසාදිතයින් ගණන 237 දක්වා ඉහලට - යුද හමුදාපති,Update  covid-19 ආසාදිතයින් 69 දෙනෙකු හඳුනා ගැනේ අද මෙරටින් වාර්තා වූ ආසාධිතයිදිතයින් ගණන 237 දක්වා ඉහළට - යුද හමුදාපති
thawath corona marana 02k wartha wei. marana sankiyawa 561k dakwa ihalata. - sawkya sewa adyaksha genaral,තවත් කොරෝනා මරන 02ක් වාර්තා වෙඉ . මරන සන්කියව 561ක් දක්වා ඉහලට . - සෞඛ්‍ය සෙව අධ්‍යක්ෂ genaral,තවත් කොරෝනා මරණ 02ක් වාර්තා වෙයි . මරණ සන්කියව 561ක් දක්වා ඉහලට . - සෞඛ්‍ය සෙව අධ්‍යක්ෂ genaral,තවත් කොරෝනා මරණ 2ක් වාර්තා වෙයි මරණ සංඛ්‍යාව 568 දක්වා ඉහළට - සෞඛ්‍ය සේවා අධ්‍යක්ෂ genaral
"rs. milliona 16.3 watina wideshiya dumweti 272,000k samaga sekakaruwek maligawattedi athadanguwata. - police","ර්ස් . මිල්ලිඔන 16 . 3 වටින විඩෙශිය ඩුම්වෙටි 272 , 000ක් සමග සෙකකරුවෙක් මලිගවට්ටෙඩි අත්අඩංගුවට . - police","ර්ස් . මිල්ලිඔන 16 . 3 වටින විදේශීය ඩුම්වෙටි 272 , 000ක් සමග සැකකරුවෙකු මලිගවට්ටෙඩි අත්අඩංගුවට . - police",රුපියල් මිලියන 16.3 වටිනා විදේශීය දුම්වැටි 272000ක්සමග සැකකරුවෙක් මාලිගාවත්තේ දී අත්අඩංගුවට police
thawath corona asadithin 168k haduna gene. - rajye prawurthi departhamenthuwa,තවත් කොරෝනා අසඩිතින් 168ක් හඳුනා ගෙනෙ . - රජ්යෙ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් කොරෝනා ආසාදිතයින් 168ක් හඳුනා ගෙනෙ . - රජ්යෙ ප්‍රවෘත්ති දෙපාර්තමේන්තුව,තවත් කොරෝනා ආසාදිතයින් 168ක් හඳුනා ගැනගැනේ රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව
